Date,Open,High,Low,Close,Adj Close,Volume
2000-04-05,12.923351,14.037433,12.756239,13.814617,8.075465,77084766
2000-04-06,13.703209,14.148841,13.591800,13.870321,8.108027,17167722
2000-04-07,13.703209,13.870321,13.480392,13.647504,7.977776,15131516
2000-04-10,13.758913,13.814617,13.591800,13.758913,8.042903,6324938
2000-04-11,13.647504,13.703209,13.424688,13.480392,7.880090,6087860
2000-04-12,13.591800,14.928699,13.480392,14.427362,8.433652,12169885
2000-04-13,14.483066,15.374332,14.204545,15.151515,8.856961,11922484
2000-04-14,15.095811,15.151515,14.093137,14.148841,8.270837,10659337
2000-04-17,14.260250,14.650178,14.260250,14.371658,8.401090,3951908
2000-04-18,14.427362,14.538770,13.814617,14.371658,8.401090,6083933
2000-04-19,14.427362,14.427362,14.037433,14.260250,8.335961,6001354
2000-04-20,14.037433,14.204545,13.703209,13.758913,8.042903,7755264
2000-04-24,13.814617,14.260250,13.758913,14.204545,8.303401,3494806
2000-04-25,14.204545,14.427362,14.148841,14.260250,8.335961,8311103
2000-04-26,14.204545,14.315954,14.148841,14.315954,8.368524,6666587
2000-04-27,14.204545,14.260250,13.814617,14.204545,8.303401,2788058
2000-04-28,14.204545,15.040107,13.703209,14.761586,8.629022,6977494
2000-05-01,15.262923,16.042782,15.040107,16.042782,9.377961,6605326
2000-05-02,15.708556,15.987077,15.485740,15.875668,9.280272,3514777
2000-05-03,15.819964,15.875668,15.374332,15.597148,9.117459,2223580
2000-05-04,15.485740,15.597148,14.427362,15.597148,9.117459,3848236
2000-05-05,15.374332,15.875668,15.207219,15.652852,9.150023,2043723
2000-05-08,15.931373,16.544119,15.875668,16.042782,9.377961,3250995
2000-05-09,16.209892,16.377005,14.928699,15.262923,8.922086,4750885
2000-05-10,15.151515,15.875668,15.151515,15.652852,9.150023,3684087
2000-05-11,15.708556,16.321301,15.485740,16.042782,9.377961,3363083
2000-05-12,16.154188,16.544119,16.098486,16.432709,9.605896,2162318
2000-05-15,16.934046,17.156862,16.599821,16.878342,9.866395,3025810
2000-05-16,16.934046,17.435383,16.766933,16.989750,9.931519,5590589
2000-05-17,16.989750,17.546791,16.377005,16.989750,9.931519,1769618
2000-05-18,16.934046,17.045456,16.655525,16.864416,9.858251,3207349
2000-05-19,16.488415,16.488415,15.931373,16.209892,9.475649,4300177
2000-05-22,16.265596,16.377005,15.485740,16.265596,9.508208,1921649
2000-05-23,16.265596,16.934046,16.265596,16.822638,9.833832,2349356
2000-05-24,16.822638,17.379679,16.599821,17.268270,10.094330,1765018
2000-05-25,17.212566,17.268270,16.711229,17.101158,9.996643,1944089
2000-05-26,17.045456,17.658199,16.878342,17.602495,10.289705,2967241
2000-05-30,17.769608,17.936720,17.379679,17.713903,10.354831,3622938
2000-05-31,17.713903,18.270945,17.268270,18.270945,10.680453,3982651
2000-06-01,18.215240,18.270945,17.769608,17.825312,10.419952,3229565
2000-06-02,18.716578,18.772282,18.159536,18.716578,10.940948,3866524
2000-06-05,18.270945,18.605169,18.159536,18.326649,10.713016,2666209
2000-06-06,18.605169,18.605169,18.159536,18.215240,10.647887,3314276
2000-06-07,18.270945,18.438057,18.103832,18.438057,10.778141,1034933
2000-06-08,18.326649,18.382353,18.048128,18.215240,10.647887,1083067
2000-06-09,18.270945,18.716578,18.270945,18.716578,10.940948,1342810
2000-06-12,18.493761,18.549465,17.546791,18.215240,10.647887,1203457
2000-06-13,18.438057,18.549465,17.992424,18.549465,10.843264,1093838
2000-06-14,18.326649,18.382353,17.658199,17.825312,10.419952,2592269
2000-06-15,17.825312,18.048128,17.713903,17.825312,10.419952,2809937
2000-06-16,17.992424,18.048128,17.602495,17.881016,10.452514,3592756
2000-06-19,17.825312,17.936720,17.602495,17.825312,10.419952,1431111
2000-06-20,17.713903,17.881016,16.544119,16.766933,9.801269,3278596
2000-06-21,16.766933,17.045456,16.154188,16.488415,9.638458,2741607
2000-06-22,16.655525,17.379679,16.488415,17.101158,9.996643,2202823
2000-06-23,16.934046,17.379679,16.711229,17.212566,10.061769,2425315
2000-06-26,17.825312,17.936720,17.045456,17.101158,9.996643,1898087
2000-06-27,17.323975,18.270945,17.101158,17.713903,10.354831,2291461
2000-06-28,18.048128,18.215240,17.268270,17.491087,10.224581,3952694
2000-06-29,17.713903,19.217915,17.491087,18.995098,11.103759,5514293
2000-06-30,19.385027,19.552139,16.934046,18.688725,10.924666,4954079
2000-07-03,18.493761,19.162210,18.438057,19.050802,11.136330,922284
2000-07-05,18.939394,18.939394,18.270945,18.827986,11.006073,2297856
2000-07-06,18.382353,19.607843,18.326649,19.496435,11.396823,1764121
2000-07-07,19.385027,19.663548,19.329323,19.496435,11.396823,1672341
2000-07-10,19.385027,19.496435,19.106506,19.106506,11.168888,923069
2000-07-11,18.995098,19.050802,18.270945,18.549465,10.843264,1630827
2000-07-12,18.493761,18.605169,17.881016,18.215240,10.647887,2226385
2000-07-13,18.215240,18.215240,17.658199,17.658199,10.322267,2124395
2000-07-14,17.658199,18.827986,17.658199,18.605169,10.875830,1449063
2000-07-17,18.493761,18.493761,17.992424,18.103832,10.582770,626413
2000-07-18,17.881016,18.215240,17.881016,18.159536,10.615327,2688649
2000-07-19,18.215240,18.549465,17.936720,18.215240,10.647887,1516832
2000-07-20,18.326649,18.883690,18.326649,18.326649,10.713016,2468176
2000-07-21,18.493761,18.716578,18.326649,18.493761,10.810702,890307
2000-07-24,18.103832,18.270945,17.825312,18.270945,10.680453,860013
2000-07-25,18.159536,18.883690,18.048128,18.716578,10.940948,1466791
2000-07-26,18.716578,18.939394,18.438057,18.549465,10.843264,1390943
2000-07-27,18.549465,18.939394,18.048128,18.215240,10.647887,1563170
2000-07-28,17.881016,18.215240,17.825312,18.103832,10.582770,911962
2000-07-31,18.270945,18.827986,17.992424,18.716578,10.940948,2730050
2000-08-01,18.660873,18.939394,18.493761,18.827986,11.006073,2287534
2000-08-02,18.716578,18.827986,18.438057,18.605169,10.875830,1530745
2000-08-03,18.605169,18.660873,17.658199,17.936720,10.485079,3767788
2000-08-04,17.936720,18.103832,17.268270,18.103832,10.582770,4718234
2000-08-07,18.438057,19.942068,18.382353,19.942068,11.657324,4259561
2000-08-08,21.278967,21.724600,20.721926,20.777630,12.145763,11405130
2000-08-09,20.721926,21.167559,20.164885,20.276293,11.852698,3920717
2000-08-10,20.499109,21.390373,20.276293,20.499109,11.982949,4870826
